,alamat_jalan,batas_barat,batas_selatan,batas_timur,batas_utara,bujur,cagar_budaya_id,desa_kelurahan,kabupaten_kota,kecamatan,kode_pengelolaan,lintang,nama,nomor_penetapan,pemilik,pengelola,propinsi,tanggal_penetapan
629, Sulltan Syarif Kasim,Jalan,Parit (selokan),Jalan,Parit (selokan),102.0489120,F762E8E2-0FF7-4585-90B8-9588A3E4A7BD,Kampung Dalam,Kab. Siak,Kec. Siak,KB000688,.7947300,Istana Siak,PM.87/PW.007/MKP/2011,Pemkab Siak,Pemkab Siak,Prop. Riau,2011-10-17 00:00:00.000
630,-,Permukiman,Permukiman,Jalan Raya,Permukiman,102.0489220,06E18D86-6E09-4067-98AB-3D3E90490700,Siak Sri Indrapura,Kab. Siak,Kec. Siak,KB000709,.7947400,Istana Siak Sri Indrapura,KM.13/PW.007/MKP/2004 (KM.9/PW.007/MKP/2003),Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
631,-,Jl. Guntung,Jl. Sultan Ismail,Ruko,Jl. Sultan Syarif Kasim,102.0515833,A7BDFA26-BB72-4F3E-ACC4-022CBED28879,Lubuk Dalam,Kab. Siak,Kec. Lubuk Dalam,KB001672,.7922500,Klenteng Hock Sing Kiong,PM.87/PW.007/MKP/2011,-,-,Prop. Riau,2011-10-17 00:00:00.000
632,Koto Tinggi,Permukiman,Permukiman,Permukiman,Jalan kecil,102.0495310,30AAB0D6-D173-45C6-BF6D-4AD4AFB8DDB0,Kampung Dalam,Kab. Siak,Kec. Siak,KB000692,.7929510,Kompleks Makam Koto Tinggi,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
633,-,Makam Kerajaan,Makam Kerajaan,Masjid Raya Rengat,Makam Kerajaan,102.3946860,73AF078B-542E-42C6-AD9C-3E14187BEA59,Kota Lama,Kab. Indragiri Hulu,Kec. Rengat Barat,KB001668,-.3633940,Kompleks Makam Narasinga II,PM.87/PW.007/MKP/2011,-,"BP3 Batusangkar, Pemkab Indragiri Hulu",Prop. Riau,2011-10-17 00:00:00.000
634,-,Makam Kerajaan,Makam Kerajaan,Masjid Raya Rengat,Makam Kerajaan,102.3836270,3449644F-3F96-4023-8756-3731419E0F8C,Kota Lama,Kab. Indragiri Hulu,Kec. Rengat Barat,KB001669,-.3796700,Kompleks Makam Sultan Kasedengan,PM.87/PW.007/MKP/2011,-,"BP3 Batusangkar, Pemkab Indragiri Hulu",Prop. Riau,2011-10-17 00:00:00.000
635,-,"Jalan desa, rumah penduduk, sungai Kampar Kanan",Hutan karet,Hutan karet,"Jalan desa, hutan karet",100.6500000,E9E60C29-8936-41B1-8C49-EF9DFB0553AB,Muara Takus,Kab. Kampar,Kec. XIII Koto Kampar,KB000707,.3500000,Kompleks Percandian Muara Takus,KM.9/PW.007/MKP/2003,Negara,-,Prop. Riau,2003-03-04 00:00:00.000
636,Desa Langkai,Bekas benteng,Hutan,Permukiman,Hutan,102.0458280,1CE6C399-F5CA-4538-A85C-0A5ECED66642,Langkai Buantan,Kab. Siak,Kec. Siak,KB000693,.8941080,Makam Sultan Abdul Jalil Rahmadsyah,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
637,Sultan Ismail ,Permukiman,Sungai Siak,Permukiman,Jl. Raya Sultan Ismail,102.0466580,9DA717A9-5FD8-4BCC-831B-DC96A7721950,Kampung Dalam,Kab. Siak,Kec. Siak,KB000690,.7944430,Makam Sultan Kasim II,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
638,-,Makam keluarga,Makam keluarga,Makam keluarga,Makam keluarga,103.2665120,0CA5DD9C-95D8-4319-B362-EA2A7F627EC2,Teluk Dalam,Kab. Indragiri Hilir,Kec. Kuala Indragiri,KB001670,-.2932250,Makam Syeikh Abdurrahman Shiddiq,PM.87/PW.007/MKP/2011,Wakaf,Ahli waris Syeikh Abdurrahman Shiddiq,Prop. Riau,2011-10-17 00:00:00.000
639,-,Pasar Usang,Permukiman,Permukiman,Sungai Kampar,101.0938330,6B1DEE77-63AA-48C7-B3C3-41C70634B749,Tanjung Berulak,Kab. Kampar,Kec. Kampar,KB000697,.3730280,Masjid Jami Air Tiris,KM.13/PW.007/MKP/2004,Masyarakat dan Pemda Kampar,-,Prop. Riau,2004-03-03 00:00:00.000
640,-,,,,,101.4424170,B383C414-0809-4492-86C5-C07C1CEC6F57,Bandar,Kota Pekanbaru,Kec. Pekanbaru Kota,KB000699,.6211110,Masjid Raya Pekanbaru,Kepmenbudpar Nomor: KM.13/PW.007/MKP/2004,,,Prop. Riau,
641,-,Permukiman,Madrasah,Permukiman,Permukiman,101.4370450,643F0E5D-8F38-4AA5-BB96-8C4C9812A819,Kampung Bandar,Kota Pekanbaru,Kec. Senapelan,KB001665,.5378040,Masjid Raya Pekanbaru,KM.13/PW.007/MKP/2004,Pemda dan Yayasan Masjid Raya Pekanbaru,-,Prop. Riau,2004-03-03 00:00:00.000
642,Sultan Ismail ,Permukiman,Sungai Siak,Permukiman,Jl. Raya Sultan Ismail,102.0468290,042D08B1-7B81-40FA-B79F-7D2F20CAC9F8,Kampung Dalam,Kab. Siak,Kec. Siak,KB000691,.7943490,Masjid Raya Syahabuddin,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
643,-,Rumah penduduk,Rumah penduduk,Rumah penduduk,Rumah penduduk,102.6862500,5D818B5F-F162-4C0A-9542-75285629959A,Rana,Kab. Kampar,Kec. Kampar,KB000698,.1685560,Rumah Adat Bendang Kenagarian 50 Koto,KM.13/PW.007/MKP/2004,Masyarakat Adat Bendang,-,Prop. Riau,2004-03-03 00:00:00.000
644,-,Rumah penduduk,Kebun,Kebun,Jalan desa/sungai,102.1337420,17F64145-68FF-462B-9A5E-F49A9FB02C28,Lubuk Sitarak,Kab. Indragiri Hulu,Kec. Rakit Kulim,KB001667,-.4980390,Rumah Amir Nikmat Kelayang,PM.87/PW.007/MKP/2011,Pemerintah Kabupaten Indragiri Hulu,-,Prop. Riau,2011-10-17 00:00:00.000
645,-,Jalan kampung,Rumah penduduk,Rumah penduduk,Jalan kampung,102.5221670,917307E4-A6A0-47AE-9366-B3546FDE12BC,Kampung Besar Kota,Kab. Indragiri Hulu,Kec. Rengat,KB001666,-.3762270,Rumah Menteri Kerajaan Indragiri,PM.87/PW.007/MKP/2011,Pemerintah Kabupaten Indragiri Hulu,"BP3 Batusangkar, Pemkab Indragiri Hulu",Prop. Riau,2011-10-17 00:00:00.000
646,-,Jalan,Jalan Satria,Kantor Koramil,Sungai Siak,102.0540870,4AB456C0-49F5-45DD-9DD8-2D66A79CEBA7,Benteng Hulu,Kab. Siak,Kec. Mempura,KB001664,.7895200,Tangsi Belanda,KM.13/PW.007/MKP/2004,Pemda Kabupaten Siak Sri Indrapura,-,Prop. Riau,2004-03-03 00:00:00.000
647,-,Menapo parit Johor,Danau Kelari,Menapo Astano,Parit buluh dan Menapo Petar,103.6787940,FAFA4C6D-E6CF-4102-8BC3-735CCB6D8570,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000222,-1.4745590,Candi Astano,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
648,-,Menapo alun-alun dan Menapo parit duku,Sungai Jambi,Menapo parit sekapung,Parit buluh,103.6584740,3F018456-FD44-44DF-B6AD-1E8782D22E35,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000225,-1.4758560,Candi Gedong I dan II,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
649,-,Menapo sungai Melayu I,Sungai Jambi,Telagorajo dan Candi Tinggi,Parit buluh,103.6672870,56EC2C05-3718-4040-8C79-6CDCCD1BD2C3,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000220,-1.4772560,Candi Gumpung,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
650,-,Tanah Milik Pak Hartono,Tanah Milik Pak Roji dan Jl. Kampung Pak Tono,Tanah Milik Ibu Sukinah,Tegalan Milik Pak Main,103.6441510,C81C472F-94BB-4B9D-B738-42B20DF0DE48,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000224,-1.4776800,Candi Kedaton,177/M/1998,-,-,Prop. Jambi,1998-07-21 00:00:00.000
651,-,Telago Rajo,Parit sungai Jambi,Tanah milik Ibrahim,Menapo 20 dan jalan setapak ke Candi Astano,103.6709830,506E29F6-B9C8-42A8-A332-D1D04CA10698,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000219,-1.4776850,Candi Kembarbatu (terdiri dari Candi Induk dan Candi Perwara),045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
652,-,Jalan desa Dusun Baru,Terusan parit buluh,Sungai Terusan,Anak Sungai Terusan,103.6380350,19A809FC-778C-49CB-BD70-92E28F6F12BA,Danau Lamo,Kab. Muaro Jambi,Kec. Maro Sebo,KB000223,-1.4706390,Candi Kotomahligai,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
653,Jalan Aspal ke lokasi pabrik,Bangunan pabrik,Jalan aspal,Bangunan pabrik,Pabrik kayu lapis,103.6879920,0D08B954-2344-4B1D-A802-37C846F02720,Kemiking Dalam,Kab. Muaro Jambi,Kec. Maro Sebo,KB000217,-1.4787310,Candi Teluk I,KM.11/PW.007/MKP/2004,Lahan hak guna bangunan PT. Gaya Wahana Timber,"BP3 Jambi, Puslit Arkenas",Prop. Jambi,2004-03-03 00:00:00.000
654,-,Tanah kosong,Tanah kosong,Tembok pabrik,Tembok pabrik,103.6885050,158B5EC8-0A1E-43C3-8E9B-391F686841B7,Kemiking Dalam,Kab. Muaro Jambi,Kec. Maro Sebo,KB000218,-1.4822720,Candi Teluk II,KM.11/PW.007/MKP/2004,Lahan hak guna bangunan PT. Gaya Wahana Timber,"BP3 Jambi, Puslit Arkenas",Prop. Jambi,2004-03-03 00:00:00.000
655,-,Candi Gumpung,Telagorajo,Candi Astano,Parit buluh,103.6686980,FBB1A970-05FB-4248-9D0C-FC749898B9EC,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000221,-1.4758780,Candi Tinggi,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
656,Jalan Husni Thamrin,Permukiman penduduk,Jl. M. Husni Thamrin,Sungai Asem,Permukiman penduduk,103.6352780,71A51036-C560-4563-87F1-1AD9D86B594D,Beringin,Kota Jambi,Kec. Pasar Jambi,KB000216,-1.6294440,Klenteng Tuo Hok Tek,KM.11/PW.007/MKP/2004,Yayasan Tri Dharma,BP3 Jambi,Prop. Jambi,2004-03-03 00:00:00.000
657,Jalan Depati Payung,Jl. M. Kukuh,Permukiman penduduk,Permukiman penduduk,Jl. Depati Payung No. 2,101.0255560,FCEE3BDA-A2E9-4C4F-9D98-82D98751AFC3,Pondok Tinggi,Kota Sungai Penuh,Kec. Sungai Penuh,KB000209,-1.0708330,Masjid Agung Pondok Tinggi,KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
658,-,Gang Damai Bakti,Permukiman penduduk,Sungai Penuh,Permukiman penduduk,101.4667033,968A5736-6922-467D-B256-168590F2133E,Pulau Tengah,Kab. Kerinci,Kec. Danau Kerinci,KB000211,-2.1694033,Masjid Kramat Koto Tua (Pulau Tengah),KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
659,Jalan Bina Jasa,Sungai Lempur,Permukiman penduduk,Jl. Depati Telaga,Jl. Bina Jasa,101.5367016,E3A97B24-3697-4C94-9F6C-052B6D265EE9,Lempurmudik,Kab. Kerinci,Kec. Gunung Raya,KB000212,-2.2563750,Masjid Kuno Lempur Mudik,KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
660,-,Permukiman penduduk,Jalan Masjid Kuna,Jl. Slopah,Permukiman penduduk,101.5362917,E1A33E47-D0E7-472A-97EB-E1D1DC777B29,Lempur Tengah,Kab. Kerinci,Kec. Gunung Raya,KB000213,-2.2528183,Masjid Kuno Lempur Tengah,KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
661,-,Permukiman,Tanah lapangan,Persawahan,Persawahan,101.4430560,F8BE0561-A70D-4CB1-90F3-915E45350D21,Tanjung Pauh Ilir,Kab. Kerinci,Kec. Keliling Danau,KB000210,-2.1025030,Masjid Kuno Tanjung Pauh Ilir,KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
662,-,Jalan desa Dusun Baru,Terusan parit buluh,Sungai Terusan,Anak Sungai Terusan,103.6736950,3AD0CA69-B2E6-46FB-8059-0CBC8C5A031B,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000228,-1.4749100,Menapo-menapo terdiri dari 69 buah,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
663,-,Permukiman,Permukiman,Permukiman,Lapangan,102.3047220,29C16C37-490A-40D8-B194-35C50BEE8E0A,Baruh,Kab. Merangin,Kec. Tabir,KB000214,-1.8519440,Rumah Tradisional Rantau Panjang,KM.11/PW.007/MKP/2004,Masyarakat,-,Prop. Jambi,2004-03-03 00:00:00.000
664,-,Kebun,Jl. Setapak,Jl. Letnan Jidun,Permukiman penduduk,102.4755640,98618367-923F-4A89-98E8-1E915178F106,Karang Berahi,Kab. Merangin,Kec. Pamenang,KB000215,-2.2386110,Situs Karangberahi,KM.11/PW.007/MKP/2004,Negara,-,Prop. Jambi,2004-03-03 00:00:00.000
665,-,Menapo parit Johor,Danau Kelari,Menapo Astano,Parit buluh dan Menapo Petar,103.6678670,D27DA9A9-286D-4DDF-B7AE-2651BB4D60B0,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000227,-1.4786720,Situs Muara Jambi,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
666,-,Candi Gumpung,Sungai Jambi,Candi Kembarbatu dan Menapo salem,Candi Tinggi,103.6688040,C19C1A68-19D8-47BF-94BB-630A524C9960,Muara Jambi,Kab. Muaro Jambi,Kec. Maro Sebo,KB000226,-1.4782000,Telagorajo,045/M/2000,Negara,-,Prop. Jambi,2000-03-30 00:00:00.000
667,Jl. Sultan Mahmud Badaruddin II/Sungai Musi,Jalan rumah Bari,Jl. Sultan Mahmud Badaruddin II/Sungai Musi,Jl. AK Gani,Jl. Merdeka,104.7595060,6E0BCAC3-BAB9-4A14-9162-746AC60680B7,Sembilan Belas Ilir,Kota Palembang,Kec. Ilir Barat I,KB000907,-2.9919630,Benteng Kutabesak,KM.09/PW.007/MKP/2004,Kodam II Sriwijaya / Departemen Hankam RI,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
668,-,,,,,104.7595060,02CEF03F-1266-48C7-A7DE-778DF66827C5,19 Ilir,Kota Palembang,Kec. Ilir Barat I,KB000911,-2.9919630,Benteng Kuto Besak,-,,,Prop. Sumatera Selatan,
669,-,Parit tebat siku,Parit Lubuk Panjang,Parit Plabung,Parit Tebat Jambu,104.0403180,72C7C95D-49EA-476E-AA29-5A53CA1311D5,Bumiayu,Kab. Penukal Abab Lematang Ilir,KEC. TANAH ABANG,KB001689,-3.3682870,Komp. Percandian Bumi Ayu,KM.09/PW.007/MKP/2004,Pemda dan masyarakat,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
670,Lorong R. H. Umar,,,,,104.7897220,82C43A8E-71D0-4895-8AEB-DF25BF855182,Ilir Timur II,Kota Palembang,Kec. Ilir Timur II,KB000902,-2.9756670,Kompleks Makam Gede Ing Suro,Kepmen Nomor : KM.09.PW.007/MKP/2004,,,Prop. Sumatera Selatan,
671,Jalan Raya Mangkubumi,Jl. raya Balabak,Jl. raya Balabak,Permukiman,Jl. raya Balabak,104.7823060,7FB72C84-3598-427B-9463-F2DB8B3867AA,3 Ilir,Kota Palembang,Kec. Ilir Timur II,KB000901,-2.9683330,Kompleks Makam Kesultanan Palembang,KM.09/PW.007/MKP/2004,Pemda Sumatera Selatan,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
672,Jalan Sabakingking,Rawa/permukiman,Rawa/pemakaman umum,Rawa/pemakaman umum,Rawa/permukiman,104.7900190,BCD7E191-3E15-45E9-95A0-D4C71E7FE454,Sungai Buah,Kota Palembang,Kec. Ilir Timur II,KB000900,-2.9732770,Kompleks Makam Sabokingking,KM.09/PW.007/MKP/2004,Pemda Sumatera Selatan,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
673,-,Jl. Sabokingking,Sungai Musi,PUSRI,Jl. Sabokingking,104.7777690,122E8476-576D-4311-ABF3-A18C8E2B34DC,Kampung Ilir,Kota Palembang,Kec. Ilir Timur II,KB000908,-2.9702170,Makam Gede Ing Suro,KM.09/PW.007/MKP/2004,Pemerintah,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
674,Jalan Sudirman,Jl. Faqih Jalaluddin/Jl. Guru-guru,Jl. Merdeka,Jl. Sudirman,Jl. Cik Agus Kiemas,104.7602500,D6A0ACD4-2361-4739-90C3-6DBB29075434,Sembilan Belas Ilir,Kota Palembang,Kec. Ilir Barat I,KB000903,-2.9878490,Masjid Agung Palembang,KM.09/PW.007/MKP/2004,Yayasan Masjid Agung Palembang,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
675,-,,,,,104.7510500,ADDFDBDD-DE7C-4379-8DE5-F140116EB89F,Dua Puluh Ilir Barat,Kota Palembang,Kec. Ilir Barat II,KB000909,-2.9961300,Rumah Adat Limas (Rumah Bari),-,,,Prop. Sumatera Selatan,
676,-,Kebun kopi,Sungai,Kebun kopi,Sungai,103.2483330,CACD9FE7-D1C3-4E4F-B29D-DE987651FB2C,Belumai,Kota Pagar Alam,Kec. Pagar Alam Selatan,KB000906,-4.0466670,Situs Megalitik Belumai,KM.09/PW.007/MKP/2004,Pemda dan masyarakat,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
677,-,Sawah,Jalan Pagaralam - Tanjungsakti,Sawah,Kebun kopi,103.2080560,3CA5D96F-C24F-414D-858A-390C4F8CFD3B,Tegurwangi Lama,Kota Pagar Alam,Kec. Dempo Utara,KB000905,-4.0458330,Situs Megalitik Tegurwangi,KM.09/PW.007/MKP/2004,Masyarakat,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
678,-,Jalan,Jalan,Kebun kopi,Kebun kopi,103.4980560,876D01FB-9D0F-4547-BE24-E88E867BDB2B,Simpur,Kab. Lahat,Kec. Pulau Pinang,KB000904,-3.9030560,Situs Megalitik Tinggihari I,KM.09/PW.007/MKP/2004,Pemda,-,Prop. Sumatera Selatan,2004-03-03 00:00:00.000
679,-,,,,,104.7570040,0FC912DF-CC94-4562-BD9D-8516B4EAB4A9,Karanganyar,Kota Palembang,Kec. Ilir Barat II,KB000910,-2.9910200,Taman Purbakala Karanganyar,-,,,Prop. Sumatera Selatan,
680,-,Kebun kopi,Kebun kopi,Kebun kopi,Kebun kopi,104.6931150,63FB6713-C93B-4621-BB64-59A4989F2F59,Batu Bedil Hilir,Kab. Tanggamus,Kec. Pulau Panggung,KB000503,-5.3478710,Situs Megalitik Batu Bedil,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
681,-,Kebun kopi,Jalan desa,Kebun kopi,Sawah,104.6835680,F8D2C78B-1AE4-47C3-8757-42223D639722,Batu Bedil,Kab. Tanggamus,Kec. Pulau Panggung,KB000505,-5.3033730,Situs Megalitik Batu Gajah,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
682,-,Kebon kopi,Jl. Muara Jaya,Kebun kopi,Sawah,104.5283930,B3E16153-04AE-4F56-92BC-378F9E23FBCA,Purawiwitan,Kab. Lampung Barat,Kec. Sumber Jaya,KB000502,-5.0526280,Situs Megalitik Batu Jagur,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
683,-,Jalan desa,Permukiman,Kebun kopi,Kebun kopi,104.5249490,A81467B9-3E6E-44A8-A5D6-1A8BDDC3D56F,Purajaya,Kab. Lampung Barat,Kec. Sumber Jaya,KB000501,-5.0449070,Situs Megalitik Kebon Tebu/Batu Berak,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
684,-,Kebun kopi,Kebun kopi,Kebun kopi,Kebun kopi,104.6613230,F99B2F42-947B-4C64-BB56-051ED4238C36,Batu Bedil Hilir,Kab. Tanggamus,Kec. Pulau Panggung,KB000504,-5.3078070,Situs Prasasti Batu Bedil,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
685,-,Bandan Hurip,Desa Palas Aji,Mendala Sari,Desa Palas Jaya,105.6666670,ED84CED8-7936-46FC-A5CA-B668C6155D1B,Palas Pasemah,Kab. Lampung Selatan,Kec. Palas,KB000506,-5.6833330,Situs Prasasti Palas Pasemah,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
686,-,Desa Gunung Pasir Jaya,Desa Gunung Sugih Besar,Desa Sekampung,Desa Bojong,105.5711930,6216F5B4-9316-430C-A617-200C1C3F51B7,Pugungraharjo,Kab. Lampung Timur,Kec. Sekampung Udik,KB000500,-5.3006720,Situs Taman Purbakala Pugungraharjo,KM.12/PW.007/MKP/2004,Pemerintah daerah,-,Prop. Lampung,2004-03-03 00:00:00.000
687,-,Perkebunan,Sungai Seberuang,Jalan Desa,Perkebunan,109.1727600,BB7AFC08-1FA2-4DB4-94DC-9AC95542F226,-,Kab. Kapuas Hulu,Kec. Seberuang,KB000451,1.2087900,Gereja Tua Sejiram,KM.10/PW.007/MKP/03,Masyarakat (Jemaat Gereja Sejiram),-,Prop. Kalimantan Barat,2003-03-04 00:00:00.000
688,-,Permukiman/Sungai Kapuas,Permukiman Penduduk,Permukiman,Sungai Kapuas,109.3498000,EBB7D099-678B-4F2A-A4A0-8022FEF4BA7B,Dalam Bugis,Kota Pontianak,Kec. Pontianak Timur,KB000456,-.0288370,Istana Qadriyah Kesultanan Pontianak,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
689,-,Permukiman/Jalan,Permukiman,Permukiman,Masjid Jami Landak,109.9546200,D881EC01-767F-49EF-B4D8-60505EFA7EF1,Raja,Kab. Landak,Kec. Ngabang,KB000458,.4964100,Keraton Kerajaan Landak,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
690,Dara Juanti,Masjid Jami Sintang,Sungai Kapuas,Perumahan Penduduk,Kompleks Makam,111.5043800,7638654D-33B6-49AD-A0F9-31EE70DB7217,Kapuas Kiri Hilir,Kab. Sintang,Kec. Sintang,KB000455,.0899600,Keraton Kerajaan Sintang,KM.10/PW.007/MKP/03,Negara (Pemda Tk. II Sintang),-,Prop. Kalimantan Barat,2003-03-04 00:00:00.000
691,-,Permukiman Penduduk,Sungai Kapuas,Kebun,Kebun,110.1199150,321670F9-309E-4408-96ED-F1F2C77E4F42,Pedalaman,Kab. Sanggau,Kec. Tayan Hilir,KB000452,-.0378950,Keraton Kerajaan Tayan,KM.10/PW.007/MKP/03,Masyarakat (Keturunan Raja Raja Tayan),-,Prop. Kalimantan Barat,2003-03-04 00:00:00.000
692,-,Hutan,Jalan/Permukiman,Hutan,Sungai,108.9610510,F1BEC57C-4C4A-4DF1-835C-9A8E21BFA34F,Pulau Pedalaman ,Kab. Mempawah,Kec. Mempawah Hilir,KB000459,.3705500,Keraton Mempawah,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
693,-,Jalan,Permukiman,Permukiman,Jalan Permukiman,109.3153010,45D8AFF2-C9B4-40B0-84E8-EA22E23F1F79,Dalam Kaum ,Kab. Sambas,Kec. Sambas,KB000457,1.3616880,"Keraton Sambas, Kompleks",PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
694,-,Rumah Penduduk,Sungai Kapuas,Rumah Penduduk,Jalan Ahmad Yani,110.5871110,B92E465A-AA54-40C2-8DF1-6EC3BCA669F4,-,Kab. Sanggau,Kec. Kapuas,KB000454,.1228460,Keraton Sanggau,KM.10/PW.007/MKP/03,Masyarakat (Keturunan Sultan Sanggau),-,Prop. Kalimantan Barat,2003-03-04 00:00:00.000
695,-,Jalan/Permukiman,Keraton Landak,Permukiman,Permukiman Penduduk,110.2096100,79AB8B95-B09A-41E4-B808-9F347FF07204,-,Kab. Landak,Kec. Ngabang,KB000462,-.1173000,Masjid Jami Kerajaan Landak,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
696,-,Sungai Kapuas,Sungai Kapuas,Permukiman,Permukiman,109.3123290,7920C0E3-709F-4392-BA3C-D8C74304C8D6,Dalam Bugis,Kota Pontianak,Kec. Pontianak Timur,KB000460,-.0367240,Masjid Jami Kesultanan Pontianak,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
697,-,Penduduk,Permukiman,Permukiman,Kraton Sambas,109.3451300,C2E8E177-8CEC-49DC-BAC1-5848690243EE,Dalam Kaum ,Kab. Sambas,Kec. Sambas,KB000461,1.3317600,Masjid Kesultanan Sambas,PM.26/PW.007/MKP/2008,Pemerintah Provinsi Kalimantan Barat,-,Prop. Kalimantan Barat,2008-05-23 00:00:00.000
698,-,Sekolah Dasar (SD) No. 7 Sei Uluk,Jalan Desa,Jalan Desa,Sei Nyabau,112.6014250,F833F173-CD0A-4D51-8D50-BCF02918DD47,Na Nyabau,Kab. Kapuas Hulu,Kec. Embaloh Hilir,KB000453,.8339580,Rumah Adat Betang Panjang,KM.10/PW.007/MKP/03,Masyarakat (Suku Dayak Embaloh),-,Prop. Kalimantan Barat,2003-03-04 00:00:00.000
699,-,-,Jl. P. Muntai,Jl. Merdeka,Jl. P. Muntai,111.4433330,F4856936-26FF-43EB-B97F-8C4F0BFEDAF8,Kotawaringin Hilir,Kab. Kotawaringin Barat,Kec. Kotawaringin Lama,KB000476,-2.4855560,Astana Al-Nursari,PM.28/PW.007/MKP/08,Pemerintah Provinsi Kalimantan Tengah,-,Prop. Kalimantan Tengah,2008-05-23 00:00:00.000
700,-,Jl. Merdeka,Sungai Madrasah,Sungai Lamandau,Permukiman Penduduk,111.4441670,D0D038E2-F104-48A5-B0E9-8000570E3BBF,Kotawaringin Hulu,Kab. Kotawaringin Barat,Kec. Kotawaringin Lama,KB000475,-2.4858330,Masjid Kyai Gede,PM.28/PW.007/MKP/08,Pemerintah Provinsi Kalimantan Tengah,-,Prop. Kalimantan Tengah,2008-05-23 00:00:00.000
